img_path,question,ground_truth,predicts
vivqa-dataset/images/image_221536.jpg,một số sơn đổ và một số đồ vật treo ở đâu,kho,tòa nhà
vivqa-dataset/images/image_481172.jpg,bồn cầu ngồi xổm đặt ở đâu,sàn nhà,chậu
vivqa-dataset/images/image_202228.jpg,người đàn ông đang chụp ảnh mình ở đâu,gương,gương
vivqa-dataset/images/image_114469.jpg,hai con chó đang chơi ở đâu,chuồng,chuồng
vivqa-dataset/images/image_314751.jpg,con chó nằm ở đâu,giường,giường
vivqa-dataset/images/image_538153.jpg,nhóm phương tiện trong công viên màu sắc khác nhau ở đâu,trạm,tàu hỏa
vivqa-dataset/images/image_338289.jpg,pizza nhiều topping ở đâu,lò vi sóng,lò vi sóng
vivqa-dataset/images/image_331544.jpg,những người làm việc ở đâu,thư viện,thư viện
vivqa-dataset/images/image_462342.jpg,hành khách đang ở đâu,tàu hỏa,tàu
vivqa-dataset/images/image_29356.jpg,con dao và nĩa nằm bên cạnh một vài lát pizza ở đâu,món ăn,lò vi sóng
vivqa-dataset/images/image_421029.jpg,con mèo màu cam sáng đang ngủ ở đâu,cái ghế,cái túi
vivqa-dataset/images/image_366704.jpg,mặt hàng nổi bật nhất là hành tây ở đâu,món ăn,pizza
vivqa-dataset/images/image_100014.jpg,điêu khắc của một con chim đang ngồi ở đâu,cửa sổ,cửa sổ
vivqa-dataset/images/image_571328.jpg,con mèo đang nằm ở đâu,chậu,chậu
vivqa-dataset/images/image_348595.jpg,người đàn ông ở đâu với một khuôn mặt đỏ và trắng,đường phố,máy vi sóng
vivqa-dataset/images/image_450478.jpg,người phụ nữ mặc một chiếc áo màu hồng ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_236673.jpg,người phụ nữ dẫn một con ngựa từ đâu,chuồng,áo vest
vivqa-dataset/images/image_400528.jpg,người đàn ông ngồi ở đâu,phòng tắm,nhà ở
vivqa-dataset/images/image_105152.jpg,bồn vệ sinh với gạch màu xanh ở đâu,nhà vệ sinh,phòng tắm
vivqa-dataset/images/image_199136.jpg,người đàn ông trên một con ngựa đối mặt một con bò đực ở đâu,sân vận động,xe ô tô
vivqa-dataset/images/image_167577.jpg,con mèo đang cuộn tròn ở đâu,giường,cái ghế
vivqa-dataset/images/image_179618.jpg,ai đó đang tạo ra một ly sinh tố chuối,máy xay,máy xay
vivqa-dataset/images/image_299123.jpg,hai con ngựa đã sẵn sàng ở đâu,xe,cây
vivqa-dataset/images/image_118480.jpg,con mèo xám nằm ở đâu,chậu,chậu
vivqa-dataset/images/image_478652.jpg,người phụ nữ đang giữ bánh sandwich ở đâu,xe ô tô,xe ô tô
vivqa-dataset/images/image_386295.jpg,em bé đang ngồi lấy bàn chải đánh răng ở đâu,chậu,bồn tắm
vivqa-dataset/images/image_185247.jpg,người đàn ông đang đẩy xe đẩy ở đâu,sân bay,sân bay
vivqa-dataset/images/image_379434.jpg,người đàn ông đang cầm một chiếc đĩa cạnh lò sưởi ở đâu,phòng,phòng
vivqa-dataset/images/image_436295.jpg,một số bánh rán đường bột ngồi ở đâu,bát,bát
vivqa-dataset/images/image_359354.jpg,người đàn ông nấu pizza ở đâu,lò vi sóng,lò vi sóng
vivqa-dataset/images/image_328888.jpg,nhóm gấu nhồi bông ở đâu,cái rổ,cái ghế
vivqa-dataset/images/image_251405.jpg,người đàn ông đứng ở đâu nhìn vào một chiếc bánh,phòng bếp,cái ghế
vivqa-dataset/images/image_84603.jpg,nhà vệ sinh trắng và vách tắm bằng kính ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_302845.jpg,con mèo đen trắng ở đâu,cái rổ,cái rổ
vivqa-dataset/images/image_51829.jpg,người phụ nữ giúp một người lên chiếc xe buýt khổng lồ ở đâu,xe lăn,đường phố
vivqa-dataset/images/image_320946.jpg,"nhà vệ sinh, bồn rửa và gương ở đâu",phòng tắm,phòng tắm
vivqa-dataset/images/image_488066.jpg,gấu bông với một cuốn sách được đặt ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_403953.jpg,người phụ nữ đang làm những món ăn ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_532342.jpg,đâu là một vài chiếc xe máy đậu,cái lều,đường phố
vivqa-dataset/images/image_163858.jpg,nơi có bồn tắm hoặc vòi hoa sen,phòng tắm,phòng tắm
vivqa-dataset/images/image_38816.jpg,wc ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_309087.jpg,các loại đồ uống được để ở đâu,tủ lạnh,tủ lạnh
vivqa-dataset/images/image_178299.jpg,con mèo nhỏ đang ngồi ở đâu,chậu,chậu
vivqa-dataset/images/image_179112.jpg,người phụ nữ chụp một bức chân dung ở đâu,gương,gương
vivqa-dataset/images/image_56634.jpg,tàu điện ngầm xanh ở đâu,trạm,trạm
vivqa-dataset/images/image_475754.jpg,một số người làm thức ăn ở đâu,xe tải,xe đẩy
vivqa-dataset/images/image_574000.jpg,con chó nhìn ra đâu khi một con mèo ngồi gần một chiếc vali,lồng,vali
vivqa-dataset/images/image_216676.jpg,người đàn ông làm việc đang tạo ra một ván lướt sóng ở đâu,cửa tiệm,phòng
vivqa-dataset/images/image_58351.jpg,người đàn ông đang ở đâu,phòng,văn phòng
vivqa-dataset/images/image_115887.jpg,hai con hươu cao cổ đang ở đâu,rào chắn,vườn bách thú
vivqa-dataset/images/image_485473.jpg,hai động cơ đang đỗ ở đâu,ga-ra,xe máy
vivqa-dataset/images/image_377339.jpg,đứa trẻ đã cúi mình ở đâu trong một chiếc vali và một cô gái ngồi,vali,vali
vivqa-dataset/images/image_534959.jpg,em bé nằm trên giường ở đâu với con mèo bên cạnh và một người đàn ông đang nhìn qua,gương,phòng
vivqa-dataset/images/image_262670.jpg,cặp vợ chồng nằm ở đâu,đường phố,đường phố
vivqa-dataset/images/image_456563.jpg,"thịt, bánh mì và rau xanh ở đâu",chảo,bát
vivqa-dataset/images/image_443575.jpg,màn hình máy tính ở đâu,văn phòng,phòng
vivqa-dataset/images/image_537687.jpg,hai đứa trẻ ngồi ở đâu,tàu hỏa,xe đẩy
vivqa-dataset/images/image_507101.jpg,vài con voi đứng ở đâu,vườn bách thú,chuồng
vivqa-dataset/images/image_237762.jpg,một số xoài và chuối được đặt ở đâu,đĩa ăn,bát
vivqa-dataset/images/image_15185.jpg,xúc xích ớt với khoai tây chiên được phục vụ ở đâu,cái rổ,cái rổ
vivqa-dataset/images/image_510150.jpg,con mèo nằm ở đâu,chậu,bát
vivqa-dataset/images/image_516624.jpg,cậu bé ngồi ở đâu,cái ghế,phòng
vivqa-dataset/images/image_217846.jpg,sự phản chiếu được nhìn thấy ở đâu,gương,gương
vivqa-dataset/images/image_190764.jpg,một số người nói chuyện ở đâu,ga-ra,ga-ra
vivqa-dataset/images/image_41753.jpg,cô gái đang ngồi ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_20583.jpg,nhà vệ sinh trắng ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_24247.jpg,người phụ nữ đang chụp ảnh mình ở đâu và con chó của mình ở đâu,gương,gương
vivqa-dataset/images/image_365707.jpg,nải chuối ở đâu,xe đẩy,cái túi
vivqa-dataset/images/image_264255.jpg,người phụ nữ đặt đầu cô ấy ở đâu,lò vi sóng,lò vi sóng
vivqa-dataset/images/image_476993.jpg,"mặt phẳng trắng, cam và đỏ còn lại ở đâu",sân bay,máy bay
vivqa-dataset/images/image_537774.jpg,một số người đứng ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_415077.jpg,đâu là đống hành lý tương tự xếp chồng lên nhau,phòng,phòng
vivqa-dataset/images/image_58338.jpg,bánh pizza nằm ở đâu,chảo,chảo
vivqa-dataset/images/image_184401.jpg,gấu bông nằm ở đâu,giường,giường
vivqa-dataset/images/image_300738.jpg,xe vận chuyển công cộng màu xanh ở đâu với chi tiết màu vàng và thiết kế,đường phố,đường phố
vivqa-dataset/images/image_44240.jpg,xe máy cổ điển đang đậu ở đâu,đường phố,đường phố
vivqa-dataset/images/image_13921.jpg,người đang selfie ở đâu,phòng tắm,gương
vivqa-dataset/images/image_462565.jpg,xe đạp đang ở đâu,đường phố,đường phố
vivqa-dataset/images/image_216160.jpg,cô gái đang chụp ảnh mình ở đâu,gương,gương
vivqa-dataset/images/image_229678.jpg,phía trước của một công viên xe máy ở đâu,ga-ra,đường phố
vivqa-dataset/images/image_189045.jpg,một chiếc giường trống trắng nằm ở đâu,phòng ngủ,giường
vivqa-dataset/images/image_463055.jpg,cậu bé ngồi ở đâu khi anh ta xem một màn hình máy tính xách tay,cái ghế,cái ghế
vivqa-dataset/images/image_182758.jpg,một con mèo đen trưởng thành ở đâu,giường,cái ghế
vivqa-dataset/images/image_446199.jpg,hai chuyến tàu có đầy đủ người ở đâu,trạm,trạm
vivqa-dataset/images/image_114703.jpg,cậu bé chơi trượt ván ở đâu,tòa nhà,nhà vệ sinh
vivqa-dataset/images/image_56550.jpg,người đàn ông chuẩn bị một bữa ăn ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_7104.jpg,người đàn ông đang ăn một con chó lớn ở đâu,đường phố,xe ô tô
vivqa-dataset/images/image_189993.jpg,con gấu đang ở đâu,thư viện,cửa sổ
vivqa-dataset/images/image_428912.jpg,cặp vợ chồng ở đâu,con thuyền,con thuyền
vivqa-dataset/images/image_191310.jpg,cô gái trẻ đang mặc áo khoác màu tím và quần màu hồng ở đâu,đường phố,đường phố
vivqa-dataset/images/image_506311.jpg,máy tính xách tay ở đâu,phòng,cái ghế
vivqa-dataset/images/image_478328.jpg,vài con gấu nhồi bông đang ngồi ở đâu,phòng,hộp
vivqa-dataset/images/image_15071.jpg,cặp vợ chồng nằm ở đâu,giường,giường
vivqa-dataset/images/image_5830.jpg,đèn và bàn trống ở đâu,phòng ngủ,phòng
vivqa-dataset/images/image_451341.jpg,cừu và dê ăn thức ăn ở đâu,chuồng,chuồng
vivqa-dataset/images/image_456611.jpg,biển báo đường phố nằm ở đâu,vạch kẻ đường,đường phố
vivqa-dataset/images/image_220571.jpg,cậu bé đang đọc một cuốn sách ở đâu,giường,giường
vivqa-dataset/images/image_518716.jpg,hai người đàn ông xem con hươu cao cổ ở đâu,chuồng,nhà ở
vivqa-dataset/images/image_495334.jpg,cặp vợ chồng đang ngồi ở đâu,con thuyền,ván lướt sóng
vivqa-dataset/images/image_397075.jpg,một số chuối xanh treo ở đâu,tòa nhà,cửa
vivqa-dataset/images/image_571279.jpg,đĩa trái cây ngon nằm ở đâu,bát,thùng chứa
vivqa-dataset/images/image_560969.jpg,cậu bé ăn một ít thức ăn ở đâu,cái ghế,giường
vivqa-dataset/images/image_21320.jpg,tủ lạnh trắng cũ ngồi ở đâu,phòng bếp,phòng
vivqa-dataset/images/image_304749.jpg,hình ảnh người phụ nữ phản ánh ở đâu,gương,gương
vivqa-dataset/images/image_368717.jpg,động cơ hơi nước kiểu cũ đậu ở đâu,trạm,trạm
vivqa-dataset/images/image_425555.jpg,một người đàn ông lớn tuổi đang ngồi ở đâu trên vỉa hè,xe lăn,xe đẩy
vivqa-dataset/images/image_563048.jpg,một loại gấu nhồi bông nằm ở đâu,cửa hàng,cửa hàng
vivqa-dataset/images/image_448837.jpg,người đàn ông đang ăn bánh rán ở đâu,giường,cái ghế
vivqa-dataset/images/image_44814.jpg,con chó canh gác đang ngồi ở đâu và chạy đi,ca nô,con thuyền
vivqa-dataset/images/image_131018.jpg,đứa trẻ rửa nho ở đâu,chậu,lò vi sóng
vivqa-dataset/images/image_1626.jpg,hai người đang chơi trò chơi video ở đâu,phòng,phòng
vivqa-dataset/images/image_126047.jpg,người đàn ông ngồi với gia đình ở đâu,xe lăn,phòng
vivqa-dataset/images/image_372996.jpg,hươu cao cổ ở đâu,chuồng,vườn bách thú
vivqa-dataset/images/image_479331.jpg,gấu lớn ngồi ở đâu,cái ghế,cái ghế
vivqa-dataset/images/image_46168.jpg,giường tầng đang đặt ở đâu,phòng,hành lang
vivqa-dataset/images/image_362293.jpg,hai người ở đâu với một con ngựa kéo họ đi trên một con đường,xe,xe
vivqa-dataset/images/image_167602.jpg,con vật màu hồng ở đâu,giường,cái ghế
vivqa-dataset/images/image_407266.jpg,nhà vệ sinh kim loại ở đâu,chuồng,phòng
vivqa-dataset/images/image_555972.jpg,bông hoa màu tím cắm ở đâu,lọ cắm hoa,cái lọ
vivqa-dataset/images/image_363486.jpg,hai bánh sandwich đang nằm ở đâu,lò vi sóng,lò vi sóng
vivqa-dataset/images/image_451987.jpg,người đàn ông chuẩn bị một cái gì đó để đi đâu,máy xay,máy xay
vivqa-dataset/images/image_43979.jpg,nhà vệ sinh trắng đang đặt ở đâu,chuồng,phòng tắm
vivqa-dataset/images/image_102754.jpg,tranh treo ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_284043.jpg,khu vườn nhỏ bao quanh ở đâu,sân,sân vườn
vivqa-dataset/images/image_359290.jpg,đàn ngựa tập hợp ở đâu,chuồng,chuồng
vivqa-dataset/images/image_441196.jpg,người đàn ông đang chụp ảnh tự sướng ở đâu,gương,phòng tắm
vivqa-dataset/images/image_442150.jpg,người phụ nữ đang đánh răng ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_344181.jpg,con mèo đang ngủ trưa ở đâu,vali,vali
vivqa-dataset/images/image_72004.jpg,bánh pizza nhỏ ở đâu,lò vi sóng,hộp
vivqa-dataset/images/image_570951.jpg,hai đầu bếp đang chuẩn bị thức ăn ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_453802.jpg,món ngon được phục vụ ở đâu,bát,bát
vivqa-dataset/images/image_84558.jpg,người phụ nữ đang đứng ở đâu,bảo tàng,sân bay
vivqa-dataset/images/image_2606.jpg,con mèo đang ngồi ở đâu,cửa sổ,cái ghế
vivqa-dataset/images/image_294353.jpg,nơi nào những bông hoa màu tím tô điểm thêm cho một chiếc bàn có cái lắc và cái nĩa,lọ cắm hoa,phòng
vivqa-dataset/images/image_474970.jpg,hoa héo nằm ở đâu,cái lọ,cửa sổ
vivqa-dataset/images/image_235906.jpg,gấu bắc cực ăn cà rốt ở đâu?,vườn bách thú,vườn bách thú
vivqa-dataset/images/image_127855.jpg,xe máy đang dừng ở đâu,chuồng,đường phố
vivqa-dataset/images/image_332578.jpg,những người đang ngồi và đứng ở đâu,phòng,phòng
vivqa-dataset/images/image_504187.jpg,ngựa vằn đang ăn ở đâu,chuồng,chuồng
vivqa-dataset/images/image_558576.jpg,bánh rán có đường mới làm ở đâu,cái túi,hộp
vivqa-dataset/images/image_354359.jpg,người phụ nữ đang làm việc ở đâu,phòng bếp,phòng bếp
vivqa-dataset/images/image_33323.jpg,đầu cành hoa tụ lại ở đâu,bát,bát
vivqa-dataset/images/image_151054.jpg,nhà vệ sinh màu xanh và một bồn rửa trắng nằm ở đâu,phòng tắm,phòng tắm
vivqa-dataset/images/image_14743.jpg,bốn con cừu ăn cỏ dại ở đâu,chuồng,chuồng
vivqa-dataset/images/image_365284.jpg,hình ảnh trên đầu của mọi người tập hợp ở đâu,quán ăn,cái ghế
vivqa-dataset/images/image_416575.jpg,người đang đọc một cuốn sách nằm ở đâu,giường,giường
vivqa-dataset/images/image_80609.jpg,người phụ nữ đang ngồi ở đâu,phòng,cái ghế
vivqa-dataset/images/image_48252.jpg,con hươu cao cổ đi bộ ở đâu,chuồng,vườn bách thú
vivqa-dataset/images/image_392154.jpg,người đang chụp ảnh flash ở đâu,gương,gương
vivqa-dataset/images/image_195062.jpg,đứa trẻ đang nằm ở đâu,giường,giường
vivqa-dataset/images/image_454258.jpg,bunch của táo ở đâu,bát,bát
vivqa-dataset/images/image_118726.jpg,căn phòng trống rỗng và sạch sẽ nằm ở đâu,nhà ở,phòng
vivqa-dataset/images/image_396010.jpg,nhà vệ sinh trắng ở đâu,vòi hoa sen,phòng tắm
vivqa-dataset/images/image_129648.jpg,ván trượt cậu bé đã ở đâu,hồ bơi,hồ bơi
vivqa-dataset/images/image_57363.jpg,đất ở đâu,đường phố,đường phố
